genome,species,SGB,species_name,Quality_score,Genome_quality,VMGC_representative,genome_is_VMGC_representative,representative,genome_is_representative
SAMN00088364.sbin.78,239478,SGB221,Porphyromonas pasteri,99.42,near-complete,SAMN00088364.sbin.78,1,SAMN00088364.sbin.78,1
GCF_000160875.1,240891,SGB001,Lactobacillus iners,99.42,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
GCF_002894165.1,941235,SGB014,Prevotella timonensis_A,99.42,near-complete,P10708985.mbin.1,0,P10708985.mbin.1,0
GCF_000177035.2,611554,SGB031,Lactobacillus gasseri,99.42,near-complete,GCF_000439915.2,0,GCF_000439915.2,0
GCF_027153885.1,499721,SGB072,Lactobacillus mulieris,99.42,near-complete,GCF_027153865.1,0,GCF_000159335.1,0
GCF_009807295.1,317699,SGB397,Pseudomonas aeruginosa,99.42,near-complete,GCF_009807535.1,0,GCF_009807535.1,0
GCF_027153545.1,988598,SGB006,Lactobacillus crispatus,99.41,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
MG407.mbin.8,719869,SGB013,Prevotella_unknown,99.41,near-complete,MG836.mbin.11,0,MG836.mbin.11,0
MG586.mbin.7,719869,SGB035,Prevotella_unknown,99.41,near-complete,MG214.mbin.27,0,MG836.mbin.11,0
GCF_027155625.1,499721,SGB072,Lactobacillus mulieris,99.41,near-complete,GCF_027153865.1,0,GCF_000159335.1,0
GCF_027155335.1,499721,SGB072,Lactobacillus mulieris,99.41,near-complete,GCF_027153865.1,0,GCF_000159335.1,0
GCF_027154965.1,499721,SGB072,Lactobacillus mulieris,99.41,near-complete,GCF_027153865.1,0,GCF_000159335.1,0
MG1064.mbin.4,320153,SGB023,Megasphaera hutchinsoni,99.4,near-complete,MG1064.mbin.4,1,MG1064.mbin.4,1
GCF_027158665.1,499721,SGB040,Lactobacillus mulieris,99.4,near-complete,GCF_000159335.1,0,GCF_000159335.1,0
GCF_000759065.1,641693,SGB147,Oligella urethralis,99.4,near-complete,GCF_900454275.1,0,GCF_900454275.1,0
GCF_900119705.1,797034,SGB398,Murdochiella vaginalis,99.39,near-complete,GCF_900119705.1,1,GCF_900119705.1,1
GCF_008868575.1,988598,SGB039,Lactobacillus crispatus,99.39,near-complete,GCF_019537355.1,0,GCF_000162255.1,0
GCF_000175035.1,571325,SGB018,Lactobacillus jensenii,99.39,near-complete,GCF_027155795.1,0,GCF_027155795.1,0
GCF_019459545.1,571325,SGB018,Lactobacillus jensenii,99.39,near-complete,GCF_027155795.1,0,GCF_027155795.1,0
GCF_009771885.1,861111,SGB033,Streptococcus agalactiae,99.39,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_009771795.1,861111,SGB033,Streptococcus agalactiae,99.39,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_027153505.1,988598,SGB006,Lactobacillus crispatus,99.38,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
MG1134.mbin.7,719869,SGB013,Prevotella_unknown,99.38,near-complete,MG836.mbin.11,0,MG836.mbin.11,0
GCF_027156085.1,499721,SGB072,Lactobacillus mulieris,99.38,near-complete,GCF_027153865.1,0,GCF_000159335.1,0
GCF_027156065.1,499721,SGB072,Lactobacillus mulieris,99.38,near-complete,GCF_027153865.1,0,GCF_000159335.1,0
GCF_027156035.1,499721,SGB072,Lactobacillus mulieris,99.38,near-complete,GCF_027153865.1,0,GCF_000159335.1,0
MG689.sbin.19,738524,SGB066,Arcanobacterium_A sp000758825,99.38,near-complete,P10708891.mbin.16,0,P10708891.mbin.16,0
GCF_016093195.1,988598,SGB006,Lactobacillus crispatus,99.37,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_027153845.1,988598,SGB006,Lactobacillus crispatus,99.37,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
MG300.mbin.1,240891,SGB001,Lactobacillus iners,99.36,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
GCF_027153465.1,988598,SGB006,Lactobacillus crispatus,99.36,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_000699985.1,721998,SGB172,Lacticaseibacillus rhamnosus,99.36,near-complete,GCF_001656575.1,0,GCF_001656575.1,0
GCF_027155555.1,499721,SGB072,Lactobacillus mulieris,99.36,near-complete,GCF_027153865.1,0,GCF_000159335.1,0
GCF_027155265.1,499721,SGB072,Lactobacillus mulieris,99.36,near-complete,GCF_027153865.1,0,GCF_000159335.1,0
GCF_027155225.1,499721,SGB072,Lactobacillus mulieris,99.36,near-complete,GCF_027153865.1,0,GCF_000159335.1,0
GCF_027155165.1,499721,SGB072,Lactobacillus mulieris,99.36,near-complete,GCF_027153865.1,0,GCF_000159335.1,0
GCF_027154705.1,499721,SGB072,Lactobacillus mulieris,99.36,near-complete,GCF_027153865.1,0,GCF_000159335.1,0
SRR21425804.mbin.1,240891,SGB001,Lactobacillus iners,99.35,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
GCF_000762405.1,941235,SGB014,Prevotella timonensis_A,99.35,near-complete,P10708985.mbin.1,0,P10708985.mbin.1,0
GCF_003812465.1,861111,SGB033,Streptococcus agalactiae,99.35,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_022586025.1,861111,SGB033,Streptococcus agalactiae,99.35,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_000196535.1,462889,SGB055,Mobiluncus curtisii,99.34,near-complete,GCF_000196535.1,1,GCF_000196535.1,1
MG110.mbin.3,240891,SGB001,Lactobacillus iners,99.34,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
GCF_011029225.1,571325,SGB018,Lactobacillus jensenii,99.34,near-complete,GCF_027155795.1,0,GCF_027155795.1,0
MG182.mbin.7,498055,SGB007,Prevotella amnii,99.34,near-complete,MG1206.mbin.20,0,MG1206.mbin.20,0
ERR10897732.sbin.1,129724,SGB060,Enterococcus faecalis,99.34,near-complete,GCF_000148305.1,0,GCF_000148305.1,0
GCF_000143645.1,223646,SGB064,Lactobacillus paragasseri,99.34,near-complete,GCF_900636895.1,0,GCF_019459585.1,0
GCF_001398915.1,861111,SGB033,Streptococcus agalactiae,99.34,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_900290115.1,118035,SGB531,Alistipes excrementigallinarum,99.33,near-complete,GCF_900290115.1,1,GCF_900290115.1,1
MG179.mbin.3,240891,SGB001,Lactobacillus iners,99.33,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
SRR13167644.mbin.1,240891,SGB001,Lactobacillus iners,99.33,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG388.mbin.1,240891,SGB001,Lactobacillus iners,99.32,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
GCF_900289115.1,628594,SGB529,Janibacter_A massiliensis,99.31,near-complete,GCF_900289115.1,1,GCF_900289115.1,1
GCF_001936235.1,571325,SGB018,Lactobacillus jensenii,99.31,near-complete,GCF_027155795.1,0,GCF_027155795.1,0
GCF_020826335.1,721998,SGB172,Lacticaseibacillus rhamnosus,99.31,near-complete,GCF_001656575.1,0,GCF_001656575.1,0
GCF_000164135.1,482616,SGB476,Mycobacterium parascrofulaceum,99.3,near-complete,GCF_000164135.1,1,GCF_000164135.1,1
MG931.mbin.1,240891,SGB001,Lactobacillus iners,99.3,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
GCF_001553405.1,320153,SGB023,Megasphaera hutchinsoni,99.3,near-complete,MG1064.mbin.4,0,MG1064.mbin.4,0
GCF_001398595.1,861111,SGB033,Streptococcus agalactiae,99.3,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_027161305.1,861111,SGB033,Streptococcus agalactiae,99.3,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_000179755.1,638728,SGB250,Veillonella atypica,99.3,near-complete,GCF_000179735.1,0,GCF_000179735.1,0
GCF_001812505.1,235527,SGB098,Corynebacterium amycolatum_A,99.3,near-complete,GCF_001722255.1,0,GCF_001722255.1,0
GCF_011058735.1,240891,SGB001,Lactobacillus iners,99.29,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
GCF_000159135.1,868360,SGB241,Corynebacterium striatum,99.28,near-complete,GCF_000159135.1,1,GCF_000159135.1,1
SRR17284241.mbin.1,240891,SGB001,Lactobacillus iners,99.28,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
GCF_002892445.1,320153,SGB023,Megasphaera hutchinsoni,99.28,near-complete,MG1064.mbin.4,0,MG1064.mbin.4,0
GCF_900070175.1,721998,SGB172,Lacticaseibacillus rhamnosus,99.28,near-complete,GCF_001656575.1,0,GCF_001656575.1,0
MG1329.mbin.10,240891,SGB001,Lactobacillus iners,99.26,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
GCF_000162295.1,619896,SGB228,Acinetobacter baumannii,99.25,near-complete,GCF_000162295.1,1,GCF_000162295.1,1
GCF_000191705.2,240891,SGB001,Lactobacillus iners,99.25,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG316.mbin.10,719869,SGB013,Prevotella_unknown,99.25,near-complete,MG836.mbin.11,0,MG836.mbin.11,0
GCF_001398435.1,861111,SGB033,Streptococcus agalactiae,99.25,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_001398755.1,861111,SGB033,Streptococcus agalactiae,99.25,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
MG975.sbin.1,240891,SGB001,Lactobacillus iners,99.24,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
P10709180.mbin.1,240891,SGB001,Lactobacillus iners,99.24,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
GCF_003287995.1,861111,SGB033,Streptococcus agalactiae,99.24,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_023149275.1,861111,SGB033,Streptococcus agalactiae,99.24,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
SRR16471027.mbin.1,240891,SGB001,Lactobacillus iners,99.21,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
GCF_025482195.1,129724,SGB060,Enterococcus faecalis,99.2,near-complete,GCF_000148305.1,0,GCF_000148305.1,0
GCF_003288015.1,861111,SGB033,Streptococcus agalactiae,99.2,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_008710835.1,861111,SGB033,Streptococcus agalactiae,99.2,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_008710865.1,861111,SGB033,Streptococcus agalactiae,99.2,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_022586195.1,861111,SGB033,Streptococcus agalactiae,99.2,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_023507635.1,861111,SGB033,Streptococcus agalactiae,99.2,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_002205055.1,809727,SGB117,Klebsiella pneumoniae,99.2,near-complete,GCF_024731085.1,0,GCF_024731085.1,0
GCF_000296485.1,743486,SGB429,Winkia sp002849225,99.19,near-complete,GCF_000296485.1,1,GCF_000296485.1,1
MG954.mbin.1,240891,SGB001,Lactobacillus iners,99.19,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
GCF_023149245.1,861111,SGB033,Streptococcus agalactiae,99.19,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_000185145.2,409909,SGB482,Prevotella oralis,99.18,near-complete,GCF_000185145.2,1,GCF_000185145.2,1
GCF_027153705.1,988598,SGB006,Lactobacillus crispatus,99.18,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
MG1206.mbin.19,719869,SGB013,Prevotella_unknown,99.18,near-complete,MG836.mbin.11,0,MG836.mbin.11,0
GCF_027155305.1,499721,SGB072,Lactobacillus mulieris,99.17,near-complete,GCF_027153865.1,0,GCF_000159335.1,0
GCF_000179495.1,542611,SGB081,Finegoldia magna_H,99.15,near-complete,GCF_000179495.1,1,GCF_000179495.1,1
GCF_000148045.1,129724,SGB060,Enterococcus faecalis,99.15,near-complete,GCF_000148305.1,0,GCF_000148305.1,0
GCF_021028365.1,166172,SGB118,Escherichia coli,99.15,near-complete,GCF_013347005.1,0,GCF_013347005.1,0
GCF_001398555.1,861111,SGB033,Streptococcus agalactiae,99.15,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_003288055.1,861111,SGB033,Streptococcus agalactiae,99.15,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_900096985.1,899308,SGB057,Streptococcus anginosus,99.14,near-complete,GCF_900096985.1,1,GCF_900096985.1,1
GCF_000759075.1,460527,SGB291,Prevotella histicola,99.14,near-complete,GCF_000759075.1,1,GCF_000759075.1,1
GCF_012976435.1,462889,SGB055,Mobiluncus curtisii,99.14,near-complete,GCF_000196535.1,0,GCF_000196535.1,0
GCF_000159695.1,608033,SGB475,Finegoldia magna_F,99.11,near-complete,GCF_000159695.1,1,GCF_000159695.1,1
MG1049.mbin.9,320153,SGB023,Megasphaera hutchinsoni,99.11,near-complete,MG1064.mbin.4,0,MG1064.mbin.4,0
ERR10897805.mbin.2,619896,SGB228,Acinetobacter baumannii,99.11,near-complete,GCF_000162295.1,0,GCF_000162295.1,0
GCF_000179475.1,346038,SGB300,Ligilactobacillus salivarius,99.11,near-complete,GCF_011029235.1,0,GCF_011029235.1,0
GCF_900604935.1,323377,SGB538,Abiotrophia massiliensis,99.1,near-complete,GCF_900604935.1,1,GCF_900604935.1,1
GCF_001190885.1,861111,SGB033,Streptococcus agalactiae,99.1,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_001814235.1,235527,SGB098,Corynebacterium amycolatum_A,99.1,near-complete,GCF_001722255.1,0,GCF_001722255.1,0
GCF_027153755.1,988598,SGB006,Lactobacillus crispatus,99.09,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_027153525.1,988598,SGB006,Lactobacillus crispatus,99.09,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_004681235.1,988598,SGB006,Lactobacillus crispatus,99.08,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_000179675.1,332460,SGB048,Prevotella disiens,99.07,near-complete,GCF_000179675.1,1,GCF_000179675.1,1
GCF_027153485.1,988598,SGB006,Lactobacillus crispatus,99.06,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_000314755.2,925244,SGB395,Staphylococcus simulans,99.05,near-complete,GCF_000314755.2,1,GCF_000314755.2,1
MG50.mbin.2,240891,SGB001,Lactobacillus iners,99.05,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
GCF_000185405.1,240891,SGB001,Lactobacillus iners,99.05,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
GCF_027153625.1,988598,SGB006,Lactobacillus crispatus,99.05,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_027158955.1,499721,SGB040,Lactobacillus mulieris,99.05,near-complete,GCF_000159335.1,0,GCF_000159335.1,0
GCF_009771865.1,861111,SGB033,Streptococcus agalactiae,99.05,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_018928105.1,619896,SGB228,Acinetobacter baumannii,99.05,near-complete,GCF_000162295.1,0,GCF_000162295.1,0
GCF_027153745.1,988598,SGB006,Lactobacillus crispatus,99.04,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_027153685.1,988598,SGB006,Lactobacillus crispatus,99.04,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_027153715.1,988598,SGB006,Lactobacillus crispatus,99.04,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_027153605.1,988598,SGB006,Lactobacillus crispatus,99.04,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_027153445.1,988598,SGB006,Lactobacillus crispatus,99.04,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
MG1204.mbin.3,320153,SGB023,Megasphaera hutchinsoni,99.04,near-complete,MG1064.mbin.4,0,MG1064.mbin.4,0
GCF_016162155.1,988598,SGB006,Lactobacillus crispatus,99.03,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
MG658.mbin.20,719869,SGB035,Prevotella_unknown,99.03,near-complete,MG214.mbin.27,0,MG836.mbin.11,0
SRR21425823.mbin.12,240891,SGB001,Lactobacillus iners,99.02,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
GCF_027153565.1,988598,SGB006,Lactobacillus crispatus,99.0,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_000148125.1,129724,SGB060,Enterococcus faecalis,99.0,near-complete,GCF_000148305.1,0,GCF_000148305.1,0
GCF_013240345.1,166172,SGB118,Escherichia coli,99.0,near-complete,GCF_013347005.1,0,GCF_013347005.1,0
GCF_020786685.1,861111,SGB033,Streptococcus agalactiae,99.0,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_012222485.1,861111,SGB033,Streptococcus agalactiae,98.98,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_011029165.1,129724,SGB060,Enterococcus faecalis,98.95,near-complete,GCF_000148305.1,0,GCF_000148305.1,0
GCF_005233955.1,861111,SGB033,Streptococcus agalactiae,98.95,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_900176855.1,809727,SGB117,Klebsiella pneumoniae,98.95,near-complete,GCF_024731085.1,0,GCF_024731085.1,0
GCF_011029085.1,811118,SGB225,Streptococcus salivarius,98.94,near-complete,GCF_011029085.1,1,GCF_011029085.1,1
GCF_027153805.1,988598,SGB006,Lactobacillus crispatus,98.94,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_027153425.1,988598,SGB006,Lactobacillus crispatus,98.94,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_027152885.1,988598,SGB006,Lactobacillus crispatus,98.94,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_027157445.1,499721,SGB040,Lactobacillus mulieris,98.93,near-complete,GCF_000159335.1,0,GCF_000159335.1,0
SAMN00075027.mbin.2,960341,SGB203,Phocaeicola vulgatus,98.91,near-complete,SAMN00075027.mbin.2,1,SAMN00075027.mbin.2,1
GCF_021028355.1,166172,SGB118,Escherichia coli,98.9,near-complete,GCF_013347005.1,0,GCF_013347005.1,0
GCF_001016065.1,861111,SGB033,Streptococcus agalactiae,98.9,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_005233945.1,861111,SGB033,Streptococcus agalactiae,98.9,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_009771785.1,861111,SGB033,Streptococcus agalactiae,98.9,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_001563605.1,541464,SGB202,Corynebacterium phoceense,98.9,near-complete,GCF_001552965.1,0,GCF_001552965.1,0
GCF_000185445.1,462889,SGB055,Mobiluncus curtisii,98.89,near-complete,GCF_000196535.1,0,GCF_000196535.1,0
GCF_027152805.1,988598,SGB006,Lactobacillus crispatus,98.88,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
P10709681.mbin.31,665829,SGB034,Mageeibacillus indolicus (BVAB3),98.86,near-complete,GCF_000025225.2,0,GCF_000025225.2,0
GCF_022918835.1,166172,SGB076,Escherichia coli,98.85,near-complete,GCF_022918835.1,1,GCF_013347005.1,0
GCF_900258485.1,410454,SGB527,Helcococcus massiliensis,98.85,near-complete,GCF_900258485.1,1,GCF_900258485.1,1
MG146.mbin.11,320153,SGB023,Megasphaera hutchinsoni,98.85,near-complete,MG1064.mbin.4,0,MG1064.mbin.4,0
GCF_008710795.1,861111,SGB033,Streptococcus agalactiae,98.85,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_023149675.1,861111,SGB033,Streptococcus agalactiae,98.85,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_000174695.1,334581,SGB478,Corynebacterium aurimucosum_F,98.84,near-complete,GCF_000174695.1,1,GCF_000174695.1,1
GCF_001541385.1,988598,SGB006,Lactobacillus crispatus,98.84,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_027152845.1,988598,SGB006,Lactobacillus crispatus,98.84,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_000174775.1,474121,SGB052,Porphyromonas uenonis_A,98.83,near-complete,GCF_000174775.1,1,GCF_000174775.1,1
GCF_027152825.1,988598,SGB006,Lactobacillus crispatus,98.83,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
MG1049.mbin.2,719869,SGB013,Prevotella_unknown,98.83,near-complete,MG836.mbin.11,0,MG836.mbin.11,0
P10709411.sbin.10,320153,SGB023,Megasphaera hutchinsoni,98.82,near-complete,MG1064.mbin.4,0,MG1064.mbin.4,0
GCF_000215025.2,773494,SGB190,Veillonella parvula_A,98.8,near-complete,GCF_000215025.2,1,GCF_000215025.2,1
GCF_008079315.1,988598,SGB039,Lactobacillus crispatus,98.8,near-complete,GCF_019537355.1,0,GCF_000162255.1,0
GCF_027156205.1,158849,SGB091,Limosilactobacillus vaginalis,98.79,near-complete,GCF_027156205.1,1,GCF_027156205.1,1
P10709292.mbin.1,240891,SGB001,Lactobacillus iners,98.79,near-complete,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
GCF_027156305.1,158849,SGB091,Limosilactobacillus vaginalis,98.79,near-complete,GCF_027156205.1,0,GCF_027156205.1,0
GCF_027156215.1,158849,SGB091,Limosilactobacillus vaginalis,98.79,near-complete,GCF_027156205.1,0,GCF_027156205.1,0
GCA_023149455.1,861111,SGB033,Streptococcus agalactiae,98.78,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_023347705.1,897911,SGB142,Fenollaria massiliensis,98.76,near-complete,GCF_023347705.1,1,GCF_023347705.1,1
MG41.mbin.15,320153,SGB023,Megasphaera hutchinsoni,98.76,near-complete,MG1064.mbin.4,0,MG1064.mbin.4,0
GCF_016162125.1,988598,SGB006,Lactobacillus crispatus,98.75,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_008710995.1,861111,SGB033,Streptococcus agalactiae,98.75,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_001546515.1,809727,SGB117,Klebsiella pneumoniae,98.75,near-complete,GCF_024731085.1,0,GCF_024731085.1,0
MG289.mbin.3,320153,SGB023,Megasphaera hutchinsoni,98.74,near-complete,MG1064.mbin.4,0,MG1064.mbin.4,0
GCF_025698245.1,462889,SGB055,Mobiluncus curtisii,98.74,near-complete,GCF_000196535.1,0,GCF_000196535.1,0
MG666.mbin.6,667712,SGB012,Dialister sp001553355,98.71,near-complete,MG666.mbin.6,1,MG666.mbin.6,1
GCF_000297835.1,613480,SGB154,Proteus mirabilis,98.7,near-complete,GCF_000297835.1,1,GCF_000297835.1,1
MG117.mbin.16,498055,SGB007,Prevotella amnii,98.7,near-complete,MG1206.mbin.20,0,MG1206.mbin.20,0
GCF_008710845.1,861111,SGB033,Streptococcus agalactiae,98.7,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_027153585.1,988598,SGB006,Lactobacillus crispatus,98.69,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_012976515.1,462889,SGB055,Mobiluncus curtisii,98.68,near-complete,GCF_000196535.1,0,GCF_000196535.1,0
GCF_011031945.1,343454,SGB320,Lacticaseibacillus paracasei,98.65,near-complete,GCF_011031945.1,1,GCF_011031945.1,1
GCF_008710685.1,861111,SGB033,Streptococcus agalactiae,98.65,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
MG314.mbin.15,382359,SGB022,Prevotella sp000758925,98.64,near-complete,MG160.sbin.15,0,MG160.sbin.15,0
ERR10897758.sbin.5,130451,SGB444,Bifidobacterium animalis,98.63,near-complete,ERR10897758.sbin.5,1,ERR10897758.sbin.5,1
MG61.mbin.16,921722,SGB017,Parvimonas sp001552895,98.63,near-complete,MG61.mbin.16,1,MG61.mbin.16,1
GCF_000177575.1,988598,SGB006,Lactobacillus crispatus,98.62,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_000176975.2,988598,SGB006,Lactobacillus crispatus,98.62,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
GCF_012976425.1,462889,SGB055,Mobiluncus curtisii,98.62,near-complete,GCF_000196535.1,0,GCF_000196535.1,0
GCF_001808795.1,861111,SGB033,Streptococcus agalactiae,98.6,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_005233865.1,861111,SGB033,Streptococcus agalactiae,98.6,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_008710805.1,861111,SGB033,Streptococcus agalactiae,98.6,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_023149635.1,861111,SGB033,Streptococcus agalactiae,98.6,near-complete,GCF_001398875.1,0,GCF_001398875.1,0
GCF_004361575.1,988598,SGB006,Lactobacillus crispatus,98.59,near-complete,GCF_000162255.1,0,GCF_000162255.1,0
MG1223.mbin.24,667712,SGB012,Dialister sp001553355,98.59,near-complete,MG666.mbin.6,0,MG666.mbin.6,0
GCF_012976795.1,462889,SGB055,Mobiluncus curtisii,98.57,near-complete,GCF_000196535.1,0,GCF_000196535.1,0
